sample_id,image,caption,prompt,answer
9,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: a pink bird with a white beak
Answer: No.

Example 2:
Image: <image>
Caption: pointy bushes are behind rectangular bushes
Answer: Yes.

Example 3:
Image: <image>
Caption: A person sits next to a baby using an orange screwdriver to assemble a white piece of furniture
Answer: No.

Example 4:
Image: <image>
Caption: the person with a beard is smiling while the person with long hair is not
Answer: Yes.

Example 5:
Image: <image>
Caption: there are 50 stars on the right flag and 5 stars on the left flag
Answer: No.

Example 6:
Image: <image>
Caption: the red car is behind the blue car
Answer: Yes.

Example 7:
Image: <image>
Caption: visiting animals at home can be fun
Answer: No.

Example 8:
Image: <image>
Caption: the person on the left is crying sadly while the one on the right is smiling happily
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the leaves fall on people
Answer: ",Yes.
9,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: a pink bird with a white beak
Answer: No.

Example 2:
Image: <image>
Caption: pointy bushes are behind rectangular bushes
Answer: Yes.

Example 3:
Image: <image>
Caption: A person sits next to a baby using an orange screwdriver to assemble a white piece of furniture
Answer: No.

Example 4:
Image: <image>
Caption: the person with a beard is smiling while the person with long hair is not
Answer: Yes.

Example 5:
Image: <image>
Caption: there are 50 stars on the right flag and 5 stars on the left flag
Answer: No.

Example 6:
Image: <image>
Caption: the red car is behind the blue car
Answer: Yes.

Example 7:
Image: <image>
Caption: visiting animals at home can be fun
Answer: No.

Example 8:
Image: <image>
Caption: the person on the left is crying sadly while the one on the right is smiling happily
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: people fall on the leaves
Answer: ",No.
9,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: a pink bird with a white beak
Answer: No.

Example 2:
Image: <image>
Caption: pointy bushes are behind rectangular bushes
Answer: Yes.

Example 3:
Image: <image>
Caption: A person sits next to a baby using an orange screwdriver to assemble a white piece of furniture
Answer: No.

Example 4:
Image: <image>
Caption: the person with a beard is smiling while the person with long hair is not
Answer: Yes.

Example 5:
Image: <image>
Caption: there are 50 stars on the right flag and 5 stars on the left flag
Answer: No.

Example 6:
Image: <image>
Caption: the red car is behind the blue car
Answer: Yes.

Example 7:
Image: <image>
Caption: visiting animals at home can be fun
Answer: No.

Example 8:
Image: <image>
Caption: the person on the left is crying sadly while the one on the right is smiling happily
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the leaves fall on people
Answer: ",Yes.
10,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: outswam the person in the red swimcap
Answer: No.

Example 2:
Image: <image>
Caption: darker things become light in stripes
Answer: Yes.

Example 3:
Image: <image>
Caption: more red buttons than blue
Answer: No.

Example 4:
Image: <image>
Caption: boat sail
Answer: Yes.

Example 5:
Image: <image>
Caption: A child riding a bike and an adult
Answer: No.

Example 6:
Image: <image>
Caption: the flowers are taller than the people
Answer: Yes.

Example 7:
Image: <image>
Caption: soft shoes are on a smooth floor
Answer: No.

Example 8:
Image: <image>
Caption: the number on the right is larger than the number on the left
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the sail rests below the water
Answer: ",No.
10,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: outswam the person in the red swimcap
Answer: No.

Example 2:
Image: <image>
Caption: darker things become light in stripes
Answer: Yes.

Example 3:
Image: <image>
Caption: more red buttons than blue
Answer: No.

Example 4:
Image: <image>
Caption: boat sail
Answer: Yes.

Example 5:
Image: <image>
Caption: A child riding a bike and an adult
Answer: No.

Example 6:
Image: <image>
Caption: the flowers are taller than the people
Answer: Yes.

Example 7:
Image: <image>
Caption: soft shoes are on a smooth floor
Answer: No.

Example 8:
Image: <image>
Caption: the number on the right is larger than the number on the left
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the water rests below the sail
Answer: ",No.
10,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: outswam the person in the red swimcap
Answer: No.

Example 2:
Image: <image>
Caption: darker things become light in stripes
Answer: Yes.

Example 3:
Image: <image>
Caption: more red buttons than blue
Answer: No.

Example 4:
Image: <image>
Caption: boat sail
Answer: Yes.

Example 5:
Image: <image>
Caption: A child riding a bike and an adult
Answer: No.

Example 6:
Image: <image>
Caption: the flowers are taller than the people
Answer: Yes.

Example 7:
Image: <image>
Caption: soft shoes are on a smooth floor
Answer: No.

Example 8:
Image: <image>
Caption: the number on the right is larger than the number on the left
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the sail rests below the water
Answer: ",No.
10,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: outswam the person in the red swimcap
Answer: No.

Example 2:
Image: <image>
Caption: darker things become light in stripes
Answer: Yes.

Example 3:
Image: <image>
Caption: more red buttons than blue
Answer: No.

Example 4:
Image: <image>
Caption: boat sail
Answer: Yes.

Example 5:
Image: <image>
Caption: A child riding a bike and an adult
Answer: No.

Example 6:
Image: <image>
Caption: the flowers are taller than the people
Answer: Yes.

Example 7:
Image: <image>
Caption: soft shoes are on a smooth floor
Answer: No.

Example 8:
Image: <image>
Caption: the number on the right is larger than the number on the left
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the water rests below the sail
Answer: ",Yes.
11,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the large person is drinking from the small coffee cup
Answer: No.

Example 2:
Image: <image>
Caption: there are less gloves than masks
Answer: Yes.

Example 3:
Image: <image>
Caption: a toy herbivore stands on top of at least one toy carnivore
Answer: No.

Example 4:
Image: <image>
Caption: the happy person is on the right and the sad person is on the left
Answer: Yes.

Example 5:
Image: <image>
Caption: circular food on heart-shaped wood
Answer: No.

Example 6:
Image: <image>
Caption: the computer's screen is on and the phone's screen is off
Answer: Yes.

Example 7:
Image: <image>
Caption: The dog rides without a visible tongue
Answer: No.

Example 8:
Image: <image>
Caption: a blue bird is next to a red berry
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: there is a table below someone
Answer: ",Yes.
11,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the large person is drinking from the small coffee cup
Answer: No.

Example 2:
Image: <image>
Caption: there are less gloves than masks
Answer: Yes.

Example 3:
Image: <image>
Caption: a toy herbivore stands on top of at least one toy carnivore
Answer: No.

Example 4:
Image: <image>
Caption: the happy person is on the right and the sad person is on the left
Answer: Yes.

Example 5:
Image: <image>
Caption: circular food on heart-shaped wood
Answer: No.

Example 6:
Image: <image>
Caption: the computer's screen is on and the phone's screen is off
Answer: Yes.

Example 7:
Image: <image>
Caption: The dog rides without a visible tongue
Answer: No.

Example 8:
Image: <image>
Caption: a blue bird is next to a red berry
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: there is someone below a table
Answer: ",No.
11,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the large person is drinking from the small coffee cup
Answer: No.

Example 2:
Image: <image>
Caption: there are less gloves than masks
Answer: Yes.

Example 3:
Image: <image>
Caption: a toy herbivore stands on top of at least one toy carnivore
Answer: No.

Example 4:
Image: <image>
Caption: the happy person is on the right and the sad person is on the left
Answer: Yes.

Example 5:
Image: <image>
Caption: circular food on heart-shaped wood
Answer: No.

Example 6:
Image: <image>
Caption: the computer's screen is on and the phone's screen is off
Answer: Yes.

Example 7:
Image: <image>
Caption: The dog rides without a visible tongue
Answer: No.

Example 8:
Image: <image>
Caption: a blue bird is next to a red berry
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: there is a table below someone
Answer: ",Yes.
11,B,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: the large person is drinking from the small coffee cup
Answer: No.

Example 2:
Image: <image>
Caption: there are less gloves than masks
Answer: Yes.

Example 3:
Image: <image>
Caption: a toy herbivore stands on top of at least one toy carnivore
Answer: No.

Example 4:
Image: <image>
Caption: the happy person is on the right and the sad person is on the left
Answer: Yes.

Example 5:
Image: <image>
Caption: circular food on heart-shaped wood
Answer: No.

Example 6:
Image: <image>
Caption: the computer's screen is on and the phone's screen is off
Answer: Yes.

Example 7:
Image: <image>
Caption: The dog rides without a visible tongue
Answer: No.

Example 8:
Image: <image>
Caption: a blue bird is next to a red berry
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: there is someone below a table
Answer: ",Yes.
12,A,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there is more dirt than empty space in the jar
Answer: No.

Example 2:
Image: <image>
Caption: the triangular shape is beneath the square one
Answer: Yes.

Example 3:
Image: <image>
Caption: some are parking in a train
Answer: No.

Example 4:
Image: <image>
Caption: the person with facial hair cycles and the other person runs
Answer: Yes.

Example 5:
Image: <image>
Caption: some plants surrounding a lightbulb
Answer: No.

Example 6:
Image: <image>
Caption: There is a mouse cake for a birthday
Answer: Yes.

Example 7:
Image: <image>
Caption: an adult is flexing beside a child
Answer: No.

Example 8:
Image: <image>
Caption: a person in a blue coat with a brown-ish coffee cup
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the image shows a computer on top of books
Answer: ",Yes.
12,A,2,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there is more dirt than empty space in the jar
Answer: No.

Example 2:
Image: <image>
Caption: the triangular shape is beneath the square one
Answer: Yes.

Example 3:
Image: <image>
Caption: some are parking in a train
Answer: No.

Example 4:
Image: <image>
Caption: the person with facial hair cycles and the other person runs
Answer: Yes.

Example 5:
Image: <image>
Caption: some plants surrounding a lightbulb
Answer: No.

Example 6:
Image: <image>
Caption: There is a mouse cake for a birthday
Answer: Yes.

Example 7:
Image: <image>
Caption: an adult is flexing beside a child
Answer: No.

Example 8:
Image: <image>
Caption: a person in a blue coat with a brown-ish coffee cup
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the image shows books on top of a computer
Answer: ",Yes.
12,B,1,"Below are examples of evaluating image-caption consistency:

Example 1:
Image: <image>
Caption: there is more dirt than empty space in the jar
Answer: No.

Example 2:
Image: <image>
Caption: the triangular shape is beneath the square one
Answer: Yes.

Example 3:
Image: <image>
Caption: some are parking in a train
Answer: No.

Example 4:
Image: <image>
Caption: the person with facial hair cycles and the other person runs
Answer: Yes.

Example 5:
Image: <image>
Caption: some plants surrounding a lightbulb
Answer: No.

Example 6:
Image: <image>
Caption: There is a mouse cake for a birthday
Answer: Yes.

Example 7:
Image: <image>
Caption: an adult is flexing beside a child
Answer: No.

Example 8:
Image: <image>
Caption: a person in a blue coat with a brown-ish coffee cup
Answer: Yes.

Now, evaluate this:
Image: <image>
Caption: the image shows a computer on top of books
Answer: ",Yes.
